DOI,title,publication_date,total_size_kb,num_files,codebook,verified_note,bash,stata,julia,python,R,C,C++,Matlab,fortran,SAS,Java,SPSS,Mathematica,PHP,Scilab,ArcGIS,code_sum
10.7910/DVN/GMZM4D,Heuristics Behaving Badly: Party Cues and Voter Knowledge,2012-07-27,80.39,4,[],False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/FERDAN,Does Choice Bring Loyalty? Electoral Participation and the Development of Party Identification,2013-05-06,24932.03,13,[],False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/INOLBS,Preferences for International Redistribution: The Divide Over the Eurozone Bailouts,2013-07-29,2078.52,4,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/27584,Tracing the Flow of Policy Ideas in Legislatures: A Text Reuse Approach,2014-10-20,6116.6,1,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/26936,When Government Subsidizes Its Own: Collective Bargaining Laws as Agents of Political Mobilization,2014-08-04,2234.63,3,[],False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/27682,Reassessing Schoenfeld Residual Tests of Proportional Hazards in Political Science Event History Analyses,2014-10-23,9646.91,1,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/ZMG1IQ,Substituting the End for the Whole: Why Voters Respond Primarily to the Election-Year Economy,2013-06-11,278.19,1,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/RPD7KA,Breaking the Glass Ceiling: Local Gender-Based Earnings Inequality and Women's Belief in the American Dream,2015-05-06,17449.97,22,['VARIABLE CODEBOOK.pdf'],True,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
10.7910/DVN/NVYIS9,Political Homophily and Collaboration in Regional Planning Networks,2012-10-29,1545.92,2,['localgovt_dyads_CODEBOOK.txt'],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/FKNFJJ,Antigovernment Networks in Civil Conflicts: How Network Structures Affect Conflictual Behavior,2013-04-15,321.59,2,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/PYKLCA,Religious Participation and Economic Conservatism,2012-10-29,89708.6,9,[],False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/CNNXPB,Informing the Electorate?  How Party Cues and Policy Information Affect Public Opinion about Initiatives,2013-07-29,519.04,5,['boudreau_mackenzie_codebook_ajps.pdf'],False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/DMIDY8,Placing Racial Stereotypes in Context:  Social Desirability and the Politics of Racial Hostility,2013-06-11,461.71,3,['codebook.doc'],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/Y43XZR,Do Social Rights Affect Social Outcomes?,2019-02-15,5223.99,4,['Codebook Bjornskov Mchangama - Final.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/VVCBHZ,Political Parties and Representation of the Poor in the American States,2012-10-29,12.05,1,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24591,Do Voters Respond to Party Manifestos or to a Wider Information Environment?,2014-02-24,60.05,2,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/KKTXVB,Widowhood Effects in Voter Participation,2013-04-15,163.93,10,[],False,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9
10.7910/DVN/22976,Conspiracy Theories and the Paranoid Style(s) of Mass Opinion,2013-11-08,1050.56,13,[],False,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/TW5FHR,"The Semi-Constrained Court: Public Opinion, the Separation of Powers, and the U.S. Supreme Court's Fear of Nonimplementation",2013-08-27,6250.42,2,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/DVP0UW,Partisans In Robes: Party Cues and Public Acceptance of Supreme Court Decisions,2013-08-27,656.73,2,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/AMMI3S,Black Politicians Are More Intrinsically Motivated To Advance Blacks’ Interests: A Field Experiment Manipulating Political Incentives,2013-02-12,1214.03,2,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/XDUWWY,“I Disrespectfully Agree:”   The differential effects of partisan sorting on behavioral and issue polarization,2013-09-05,33607.35,6,[],False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/NY6NSO,On the Ideological Foundations of Supreme Court Legitimacy in the American Public,2012-06-15,377.05,6,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/AARL5V,When are Women More Effective Lawmakers Than Men?,2012-10-29,1470.42,2,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/XA5DRD,Acculturating Contexts and Anglo Opposition to Immigration in the United States,2012-10-29,6380.41,6,[],False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/MIXK94,How Politicians Discount the Opinions of Constituents with Whom They Disagree,2015-05-14,1608.63,11,['codebook.txt'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/26642,Using Qualitative Information to Improve Causal Inference,2014-07-08,264.58,3,[],False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/O7DDIN,Inclusion and Public Policy: Evidence from Sweden's Introduction of Noncitizen Suffrage,2012-05-30,360.44,4,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/LVOSAF,Social Esteem and Participation in Contentious Politics: A Field Experiment at an LGBT Pride Rally,2013-08-27,354.61,2,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/AXI6U1,A Closer Look at Reporting Bias in Conflict Event Data,2015-05-06,19102.14,1,[],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24742,Rethinking the Comparative Perspective on Class and Representation: Evidence from Latin America,2014-02-24,411.18,3,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/KCPBUO,The Institutional Basis of Intercommunal Order: Evidence from Indonesia's Democratic Transition,2012-10-29,8539.36,1,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/27718,The Primacy of Race in the Geography of Income-Based Voting: New Evidence from Public Voting Records,2014-11-03,244594.71,1,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/27597,The Influence of News Media on Political Elites: Investigating Strategic Responsiveness in Congress,2014-10-15,131419.27,4,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/Y6I5ZI,Political Quid Pro Quo Agreements: An Experimental Study,2012-10-29,507.03,3,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/24827,The Public's Increasing Punitiveness and Its Influence on Mass Incarceration in the United States,2014-03-18,54.89,3,['Enns_AJPS2014_Codebook.pdf'],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/26721,Priming Predispositions and Changing Policy Positions,2014-07-16,43342.3,10,[],False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/DDTCED,Autocracies and Terrorism: Conditioning Effects of Authoritarian Regime-Type on Terrorist Attacks,2013-02-12,14102.85,7,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/24914,Don't Stand So Close to Me: Spatial Contagion Effects and Party Competition,2014-03-18,2628.38,3,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/25582,How Lasting Is Voter Gratitude? An Analysis of the Short- and Long-term Electoral Returns to Beneficial Policy,2014-04-24,1470.98,3,[],False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/OIHHPE,Poverty and Support for Militant Politics: Evidence from Pakistan,2012-04-04,2327.26,8,[],False,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/EWG77Q,Comparing and Combining List and Endorsement Experiments: Evidence from Afghanistan,2013-08-26,542004.11,15,[],False,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/UMIBSL,Sources of Authoritarian Responsiveness: A Field Experiment in China,2015-05-14,832.39,10,['codebook.pdf'],True,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/ALZVAW,Is Voting Habit Forming? New Evidence from Experiments and Regression Discontinuities,2015-05-29,80129.84,24,"['ETOV2006codebook.pdf', 'ETOV2007codebook.pdf', 'SMG2009codebook.pdf', 'USA_habit_codebook.pdf']",True,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11
10.7910/DVN/MWNBXO,When Are Monetary Policy Preferences Egocentric? Evidence from American Surveys and an Experiment,2015-05-12,413.73,8,['AJPS-37943R1 Codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/5HEB4I,Backing Out or Backing In? Commitment and Consistency in Audience Costs Theory,2015-05-07,234.34,8,['commitment_codebooks.pdf'],True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/IYZWUD,The Logic of Collective Inaction: Senatorial Delay in Executive Nominations,2015-05-22,4664.82,5,['Nomination Codebook.doc'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/UJN9C3,"Terrorism, Dynamic Commitment Problems, and Military Conflict",2015-05-29,119825.87,14,['Codebook_BapatZiegler_ajps2015.txt'],True,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
10.7910/DVN/SPXP04,Veto Rhetoric and Legislative Riders,2015-07-14,268.83,6,['Codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/9OOLQ7,Voter Buying: Shaping the Electorate through Clientelism,2015-06-09,4621.95,4,['codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/KAQVNP,"Policy Attitudes in Institutional Context: Rules, Uncertainty, and the Mass Politics of Public Investment",2015-05-28,595.78,9,"['Codebook institutional vignette study.pdf', 'Codebook policy blueprint study.pdf']",True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/UPSRNO,"Ideology, Learning, and Policy Diffusion:  Experimental Evidence",2015-06-16,826.17,8,['codebook.txt'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/OCUJ2F,The Company You Keep: How Voters Infer Party Positions on European Integration from Governing Coalition Arrangements,2015-09-29,202.59,11,['AEW_codebook.pdf'],True,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/4LZXTY,Segregation and Inequality in Public Goods,2015-09-02,265101.86,7,[],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/SDUGCC,Electoral Backlash against Climate Policy: A Natural Experiment on Retrospective Voting and Local Resistance to Public Policy,2015-08-04,10034.65,6,['codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/LP1SQY,"Conflict-Induced Displacement, Understanding the Causes of Flight",2018-12-04,739.93,4,[],False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/NS3NMH,Macro Implementation: Testing the Causal Paths from U.S. Macro Policy to Federal Incarceration,2016-05-19,225.36,8,"['Hall, Macro Implementation Codebook.pdf']",True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/SNLKUE,"Tell Me Who Is Your Leader, and I Will Tell You Who You Are: Foreign Leaders' Perceived Personality and Public Attitudes toward Their Countries and Citizenry",2018-01-30,3587.91,29,['Codebooks.pdf'],True,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
10.7910/DVN/6IOACK,Coalitional Instability and the Three-Fifths Compromise,2018-05-21,238.99,6,['codebook.pdf'],True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/MYDZNF,"Born Weak, Growing Strong: Anti-Government Protests as a Signal of Rebel Strength in the Context of Civil Wars",2018-02-12,45524.96,4,['codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/7EWDRF,Inferring-Roll Call Scores from Campaign Contributions Using Supervised Machine Learning,2018-04-26,3814507.7,37,['codebook_bonica_dwdime_ajps.pdf'],True,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,13
10.7910/DVN/TJ1ZXX,Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps,2018-04-03,8503.65,32,"['codebook_media_daily.pdf', 'codebook_media.pdf', 'codebook_statements.pdf', 'codebook_study1.pdf', 'codebook_study2.pdf']",True,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/I4KVD1,When Common Identities Decrease Trust: An Experimental Study of Partisan Women,2018-03-12,786.96,11,['Klar Replication Codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/EZSJ1S,How Conditioning on Posttreatment Variables Can Ruin Your Experiment and What to Do about It,2018-02-20,1057.21,13,"['BB2_Codebook.pdf', 'BB_Codebook.pdf', 'DGH_Codebook.pdf', 'Judges_Codebook.pdf', 'Papers_Codebook.pdf']",True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/ZYRC8S,Chains of Love? Global Production and the Firm-Level Diffusion of Labor Standards,2018-04-09,17181.94,20,['Codebook_20171204_AJPS_MaleskyMosely_w_markup.pdf'],True,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10.7910/DVN/KYI9AR,Bankrolling Repression? Modeling Third-Party Influence on Protests and Repression,2017-10-25,256.05,11,['Codebook for Post-Tenure Fate Data.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/D5DEHM,Prominent Role Models: High-Profile Female Politicians and the Emergence of Women as Candidates for Public Office,2017-10-27,314328.8,71,"['Auxiliary Codebook.pdf', 'Codebook.pdf', 'SLER Codebook.pdf']",True,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
10.7910/DVN/VT4KJA,"MNCs, Rents, and Corruption: Evidence from China",2016-03-23,4776.3,15,"['Codebook_ConcentrationRatio4Digit.pdf', 'Codebook_ForeignPresence&ETCs.pdf', 'Codebook_MNCs&Corruption.pdf', 'Codebook_MNCs&Corruption_tscs.pdf']",True,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/XZFHCP,Front-door Difference-in-Differences Estimators,2017-04-01,56029.28,9,[],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/LZGQOH,To Revoke or Not Revoke? The Political Determinants of Executive Order Longevity,2016-12-08,112568.41,14,"['codebook_eo_original_list.pdf', 'codebook_Figure1.pdf', 'codebook_thrower_ajps_replication_main.pdf', 'codebook_thrower_ajps_replication_tableb5.pdf', 'codebook_thrower_ajps_replication_tableb6.pdf']",True,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/Q8CSU8,Language Shapes People’s Time Perspective and Support for Future-Oriented Policies,2016-11-30,133707.66,19,"['Codebook_ISSP_Analysis_Dataset.pdf', 'Codebook_time_experiment.pdf', 'Codebook_WV6_Analysis_Dataset.pdf']",True,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/LVHIYG,Mobilizing the Public Against the President: Congress and the Political Costs of Unilateral Action,2016-12-28,2413.61,10,"['ck_cces2014_codebook.pdf', 'ck_yougov1_codebook.pdf', 'ck_yougov2_codebook.pdf', 'ck_yougov3_codebook.pdf']",True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/TJKIWN,No Need to Watch:  How the Effects of Partisan Media Can Spread via Inter-Personal Discussions,2017-06-14,123.11,8,['druckman_levendusky_mclain data codebook.pdf'],True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/GDFJ4N,Strategies of Resistance: Diversification and Diffusion,2017-02-12,6657.25,11,['Codebook_AJPS.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/W2HZSO,Racial Inequality in Democratic Accountability: Evidence from Retrospective Voting in Local Elections,2016-11-08,1764.95,13,[],True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/RSD5BV,Cities as Lobbyists,2017-02-14,37891.68,35,['codebook_cities as lobbyists.pdf'],True,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
10.7910/DVN/FMJDCD,Computer-Assisted Keyword and Document Set Discovery from Unstructured Text,2016-11-30,15539.41,28,['codebook.pdf'],True,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/TR4OUK,Defending the Realm: The Appointment of Female Defense Ministers Worldwide,2017-10-25,1598.5,6,[],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/VWZZLO,Reconsidering the Role of Politics in Leaving Religion – The Importance of Affiliation,2017-02-23,176766.6,18,"['2006_Codebook.pdf', '2012_Codebook.pdf', 'anes_timeseries_cdf_codebook_var.pdf', 'USCLS_codebook.pdf']",True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/BXXWWW,Spatial Models of Legislative Effectiveness,2016-11-03,1548.37,6,['ajps_HVW_replication_tables_codebook-1.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/WZV20D,How Do Indifferent Voters Decide? The Political Importance of Implicit Attitudes,2017-02-14,1672.49,4,[],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/R3GZZW,The Economic Consequences of Partisanship in a Polarized Era,2017-07-05,2910.97,18,['ajps_codebook.pdf'],True,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7
10.7910/DVN/LD6NL8,How The Public Defines Terrorism,2017-06-28,62829.74,13,['Terrorism_Codebook_Final.pdf'],True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/XKC4R4,The Popularity Costs of Economic Crisis Under Electoral Authoritarianism: Evidence from Russia,2017-10-24,48041.47,15,['codebook.pdf'],True,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/2O7CN0,Politics by Number: Indicators as Social Pressure in International Relations,2018-12-04,3770.11,3,[],False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/RW10GZ,Do Rural Migrants Divide Ethnically in the City? Ethnographic and Experimental Evidence from India,2017-04-30,1317.55,14,"['2. Thachil_Migrants_Codebook.pdf', '3. Thachil_Vendors_Codebook.pdf', '4. Thachil_Figure_5_Codebook.pdf', '5. Thachil_Table_S.13_and Table S.14_Codebook.pdf']",True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/YJUIBI,The Fulfillment of Parties' Election Pledges: A Comparative Study on the Impact of Power Sharing,2017-04-15,6314.0,7,['codebook_AJPS_CPPG_pledges_10April2017.txt'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/QSXDUN,A Bottom-Up Theory of Public Opinion about Foreign Policy,2017-04-19,1090.81,7,['Kertzoff_Codebook.pdf'],True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/K7OCDX,International Constraints and  Electoral Decisions: Does the Room to Maneuver Attenuate Economic Voting?,2018-03-05,191.28,8,['RTMAJPSKosmidisDataCodebook.pdf'],True,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/GTXZ4J,When Are Agenda Setters Valuable?,2017-04-26,113096.79,4,['codebook.txt'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/PGCVDP,How Do Interest Groups Seek Access to Committees?,2017-06-12,118516.85,5,['codebook.docx'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/VEPHLS,The Legacy of Political Violence across Generations,2017-06-23,552.11,5,['2. Lupu_Peisakhin_Crimea_codebook.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/1HOVTU,Does Race Affect Access to Government Services? An Experiment Exploring Street-Level Bureaucrats and Access to Public Housing,2016-02-17,792.12,6,"['HousingAuditCodebookBlindedData.pdf', 'HousingAuditCodebookIdentifiable(private)Data.pdf']",True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/TMTCZD,Endogenous Credible Commitment and Party Competition Over Redistribution Under Alternative Electoral Institutions,2015-11-13,11825.83,12,['Codebook.pdf'],True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/NC06GQ,Do Constitutional Rights Make a Difference?,2015-10-31,6366.55,21,['codebook.pdf'],True,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18
10.7910/DVN/YZQTAH,The Causal Effects of Elite Position-Taking on Voter Attitudes: Field Experiments with Elite Communication,2015-11-23,1041.87,5,['codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/K6ZOOW,"Small Aggregates, Big Manipulation: Vote Buying Enforcement and Collective Monitoring",2016-04-11,34731.32,8,['Codebook.pdf'],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/W1YJZQ,The Hostile Audience: The Effect of Access to Broadband Internet on Partisan Affect,2015-10-21,16076.12,33,"['Codebooks.html', 'Codebooks.pdf']",True,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13
10.7910/DVN/IXWZZO,Foreign Aid and Undeserved Credit Claiming,2016-11-03,540.16,9,['codebook_final.pdf'],True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/8GEYKS,Corruption as a Self-Fulfilling Prophecy: Evidence from a Survey Experiment in Costa Rica,2015-12-04,1041.48,28,['codebook.pdf'],True,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24
10.7910/DVN/QUHIIE,No Compromise: Political Consequences of Moralized Attitudes,2015-12-11,2007.24,28,['Codebook.pdf'],True,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/4XI0UG,Economic Voting in Latin America: Rules and Responsibility,2017-09-27,244.72,8,"['MEVMLB_TABLE1_Codebook.pdf', 'MEVMLB_TABLE4_Codebook.pdf']",True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/PL2XFD,"Gender, Political Knowledge and Descriptive Representation: The Impact of Long-Term Socialization",2017-11-29,414213.75,24,"['codebooks_datasets for merging.pdf', 'codebooks_main datasets.pdf']",True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/FS90RJ,"""The Rich are Different from You and Me"": College Socialization and the Economic Views of Affluent Americans",2016-05-17,380.15,4,['Codebook for Data Files.pdf'],True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/DSDNX6,Constitutional Qualms or Politics as Usual? The Factors Shaping Public Support for Unilateral Action,2016-04-13,681.07,8,"['cces2014_codebook.pdf', 'yougovsurvey1_codebook.pdf', 'yougovsurvey2_codebook.pdf']",True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/WVQ10L,The Fiscal Roots of Financial Underdevelopment ,2015-11-20,114647.88,24,"['Country Year Dataset Codebook.pdf', 'Leader Country Year Dataset Codebook.pdf', 'Mexico Year Dataset Codebook.pdf']",True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/UQAIZI,How to Elect More Women: Gender and Candidate Success in a Field Experiment,2017-01-28,3409.76,6,"['Codebook_Precinct Caucus Replication Working.pdf', 'Codebook_YouGov Replication Working.pdf']",True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/I0VEMG,Extending the Use and Prediction Precision of Subnational Public Opinion Estimation,2017-05-19,59942.16,76,['aaa_codebook_AJPS.pdf'],True,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,60
10.7910/DVN/ZSYWHO,Mining and Local Corruption in Africa,2016-06-14,38233.97,10,['CodebookMiningAJPS.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/2XP8YF,Navigating the Range of Statistical Tools for Inferential Network Analysis,2016-04-21,98.69,12,['Codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/KL7J6Z,"Inequality, labor market segmentation, and preferences for redistribution",2016-05-13,113635.69,16,"['Alt-Iversen Codebook.pdf', 'Alt-Iversen Full Replication Codebook.pdf', 'MacroVars_Codebook.pdf', 'MacroVars_Codebook.xls']",True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/SURSEO,The Balance-Sample Size Frontier in Matching Methods for Causal Inference,2016-06-22,1192.33,5,['codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/WOI8EU,The Majority-Minority Divide in Attitudes toward Internal Migration: Evidence from Mumbai,2016-07-25,276.04,6,['Codebook.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/EBF7XW,Gone with the Wind: Federalism and the Strategic Location of Air Polluters,2016-08-03,120809.13,24,['codebookWind.pdf'],True,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/PGXO5O,Regression Discontinuity Designs Based on Population Thresholds:   Pitfalls and Solutions  ,2017-05-10,13621.71,1,[],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/PLLBQJ,"Foreign Aid, Human Rights and Democracy Promotion: Evidence from a Natural Experiment",2016-11-30,10063.52,12,['Codebook.pdf'],True,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/EL6ZCZ, Making Washington Work:  Legislative Entrepreneurship and the Personal Vote from the Gilded Age to the Great Depression,2017-06-21,96191.39,33,[],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/W1TDGZ,Ethnic Networks,2016-10-24,1728.88,157,['codebook_EthnicNetworks.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/MZKJDR,Encouraging Political Voices of Underrepresented Citizens through Coproduction. Evidence from a Randomized Field Trial,2018-02-28,865.64,4,['Codebook (Encouraging Political Voices).pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/TVZQG6,Remittances and Protest in Dictatorships,2018-06-29,98020.03,34,['EMW-Remittances-Protest-Codebook.pdf'],True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
